Scientific Name | Nom scientifique,Taxonomic Kingdom | Règne taxonomique,Taxonomic Rank | Rang taxonomique,Province/Territory | Province/territoire,Province/Territory Code | Code du Province/territoire,Country | Pays,Country Code | Code du pays,Collection Code | Code de la collection
"Paratylenchus microdorus Andrássy, 1959",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Paratylenchus neoprojectus Wu & Hawn, 1975",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Paratylenchus projectus Jenkins, 1956",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Paratylenchus tateae Wu & Townshend, 1973",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Paratylenchus tenuicaudatus Wu, 1961",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pelodera punctata (Cobb, 1914) Dougherty, 1955",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Plectus spicacaudatus Ebsary, 1985",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Plectus varians Maggenti, 1961",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus crenatus Loof, 1960",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus macrostylus Wu, 1971",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus neglectus (Rensch, 1924) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus penetrans (Cobb, 1917) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus sefaensis Fortuner, 1973",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Pratylenchus vulnus Allen & Jensen, 1951",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Punctodera punctata (Thorne, 1928) Mulvey & Stone, 1976",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Rhabdolaimus terrestris de Man, 1880",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Steineridora adriatica (Daday, 1901) Inglis, 1969",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Steinernema feltiae (Filipjev, 1934) Wouts, Mráček, Gerdin & Bedding, 1982",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Theristus acer Bastian, 1865",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Tylenchorhynchus claytoni Steiner, 1937",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Tylenchorhynchus dubius (Bütschli, 1873) Filipjev, 1936",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Tylenchorhynchus maximus Allen, 1955",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Xiphinema diversicaudatum (Micoletzky, 1923 & 1927) Thorne, 1939",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Mesocriconema parareedi (Ebsary, 1981) Loof & De Grisse, 1989",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Mesocriconema xenoplax (Raski, 1952) Loof & De Grisse, 1989",Animalia,species | espèce,Quebec | Québec,QC,Canada,CA,CNC
"Aphelenchoides subtenuis (Cobb, 1926)",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Aphelenchus avenae Bastian, 1865",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Cactodera weissi (Steiner, 1949) Krall & Krall, 1978",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Ditylenchus dipsaci (Kühn, 1857) Filipjev, 1936",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Geocenamus longus (Wu, 1969) Tarjan, 1973",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Helicotylenchus cornurus Anderson, 1974",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Helicotylenchus erythrinae (Zimmermann, 1904) Golden, 1956",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Helicotylenchus leiocephalus Sher, 1966",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Helicotylenchus spitsbergensis Loof, 1971",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Heterodera schachtii A. Schmidt, 1871",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Meloidogyne incognita (Kofoid & White, 1919) Chitwood, 1949",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Nagelus leptus (Allen, 1955) Siddiqi, 1979",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Nothotylenchus acris Thorne, 1941",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Panagrolaimus subelongatus (Cobb, 1914)",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Paratylenchus hamatus Thorne & Allen, 1950",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Paratylenchus projectus Jenkins, 1956",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Pratylenchoides bacilisemenus Sher, 1970",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Pratylenchus fallax Seinhorst, 1968",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Pratylenchus neglectus (Rensch, 1924) Filipjev & Schuurmans Stekhoven, 1941",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Psilenchus hilarulus de Man, 1921",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Punctodera matadorensis Mulvey & Stone, 1976",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Tylenchorhynchus dubius (Bütschli, 1873) Filipjev, 1936",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Tylenchorhynchus maximus Allen, 1955",Animalia,species | espèce,Saskatchewan,SK,Canada,CA,CNC
"Arctidorylaimus arcticus Mulvey & Anderson, 1979",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Gastromermis leptopeos Mulvey & Nickle, 1978",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Gastromermis plethelos Mulvey & Nickle, 1978",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Mononchus superbus Mulvey, 1978",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Mononchus truncatus Bastian, 1865",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Neomesomermis leptoderos Mulvey & Nickle, 1978",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Paractinolaimus longidrilus Eveleigh, 1982",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
"Paractinolaimus spanithelus Eveleigh, 1982",Animalia,species | espèce,Yukon,YT,Canada,CA,CNC
